"005;0006825844;20130501;093232;0"
"005;0006825844;20130501;093455;0"
"005;0008188791;20130501;093523;0"
"005;0004803225;20130501;093729;0"
"005;0004803225;20130501;094728;1"
"005;0000362180;20130501;100115;0"
"005;0006825844;20130501;100259;1"
"005;0006825844;20130501;100324;0"
"005;0004803225;20130501;100346;0"
"005;0004803225;20130501;100548;1"
"005;0008188791;20130501;101130;1"
"005;0001734676;20130501;103743;0"
"005;0008188791;20130501;103747;0"
"005;0004803225;20130501;103842;0"
"005;0004803225;20130501;103949;1"
"005;0008188791;20130501;104817;1"
"005;0015824693;20130501;105237;0"
"005;0016185486;20130501;105919;0"
"005;0008188791;20130501;110043;0"
"005;0000920910;20130501;110753;0"
"005;0004803225;20130501;110928;1"
"005;0016185486;20130501;110943;1"
"005;0004803225;20130501;111212;0"
"005;0008024572;20130501;111734;0"
"005;0000920910;20130501;111938;1"
"005;0013606107;20130501;112002;1"
"005;0007376187;20130501;112034;0"
"005;0011913494;20130501;112052;0"
"005;0004803225;20130501;112215;0"
"005;0006858849;20130501;120731;1"
"005;0006858849;20130501;120735;0"
"005;0006858849;20130501;120739;0"
"005;0016185486;20130501;120950;0"
"005;0006825844;20130501;122722;1"
"005;0007376187;20130501;123215;1"
"005;0007376187;20130501;123217;1"
"005;0015824693;20130501;123225;1"
"005;0015824693;20130501;123229;1"
"005;0004803225;20130501;123926;0"
"005;0004803225;20130501;125100;0"
"005;0006858849;20130501;130526;0"
"005;0004803225;20130501;131300;0"
"005;0004803225;20130501;133007;0"
"005;0013625245;20130501;133617;0"
"005;0011918233;20130501;133923;0"
"005;0008722309;20130501;134607;0"
"005;0004803225;20130501;134652;0"
"005;0004803225;20130501;135034;1"
"005;0004803225;20130501;135814;0"
"005;0004803225;20130501;140000;1"
"005;0004803225;20130501;140238;0"
"005;0004803225;20130501;140335;1"
"005;0004803225;20130501;140511;1"
"005;0004803225;20130501;140841;0"
"005;0004803225;20130501;141157;1"
"005;0004803225;20130501;141633;0"
"005;0004803225;20130501;141634;0"
"005;0004803225;20130501;142240;0"
"005;0004783066;20130501;142312;0"
"005;0004803225;20130501;144028;0"
"005;0004803225;20130501;144316;0"
"005;0004803225;20130501;145202;0"
"005;0004803225;20130501;145233;1"
"005;0000920910;20130501;145604;1"
"005;0004803225;20130501;150722;0"
"005;0001734676;20130501;151048;1"
"005;0004803225;20130501;151718;1"
"005;0011913494;20130501;151910;1"
"005;0004803225;20130501;162557;0"
"005;0004803225;20130501;162610;1"
"005;0013606107;20130501;162924;0"
"005;0013625245;20130501;163707;1"
"005;0006858849;20130501;164210;1"
"005;0004803225;20130501;164541;0"
"005;0004803225;20130501;164721;1"
"005;0004803225;20130501;170041;0"
"005;0007376187;20130501;171440;0"
"005;0011918233;20130501;172421;1"
"005;0011763542;20130501;180126;0"
"005;0015824693;20130501;181059;0"
"005;0004803225;20130501;181116;1"
"005;0016185486;20130501;181201;0"
"005;0004803225;20130501;181559;1"
"005;0004783066;20130501;182533;1"
"005;0004783066;20130501;182539;1"
"005;0004803225;20130501;182726;1"
"005;0016185486;20130501;182820;1"
"005;0008188791;20130501;182858;1"
"005;0006858849;20130501;183301;0"
"005;0004803225;20130501;183448;0"
"005;0015824693;20130501;184109;1"
"005;0008722309;20130501;191448;1"
"005;0004803225;20130501;193056;1"
"005;0006858849;20130501;194616;1"
"005;0004803225;20130501;195144;0"
"005;0011763542;20130501;195602;1"
"005;0007376187;20130501;195959;1"
"005;0008024572;20130501;200434;1"
"005;0013606107;20130501;200437;1"
"005;0013606107;20130501;200439;1"
"005;0004803225;20130501;203005;1"
"005;0006858849;20130501;203623;1"
"005;0006858849;20130501;204151;0"
"005;0006858849;20130501;214925;1"
"005;0007376187;20130501;220550;1"
"005;0007376187;20130501;220552;1"
"005;0008188791;20130502;080413;0"
"005;0004803225;20130502;080438;0"
"005;0008188791;20130502;085548;1"
"005;0016185486;20130502;093621;0"
"005;0004803225;20130502;093648;0"
"005;0001741717;20130502;093652;0"
"005;0001747900;20130502;093830;0"
"005;0006858849;20130502;093852;1"
"005;0006858849;20130502;093859;0"
"005;0006858849;20130502;093943;1"
"005;0000362180;20130502;094022;0"
"005;0000362180;20130502;094023;0"
"005;0006858849;20130502;094057;0"
"005;0006858849;20130502;094104;0"
"005;0000362180;20130502;094107;0"
"005;0016185486;20130502;094111;0"
"005;0014116319;20130502;094241;0"
"005;0013622446;20130502;094401;0"
"005;0002082903;20130502;094538;0"
"005;0002082903;20130502;094637;1"
"005;0002082903;20130502;094656;0"
"005;0010162243;20130502;094701;0"
"005;0013615093;20130502;094711;0"
"005;0001747900;20130502;094754;1"
"005;0006825844;20130502;094832;0"
"005;0001747900;20130502;094903;0"
"005;0015819582;20130502;095026;0"
"005;0011763542;20130502;095030;0"
"005;0004820593;20130502;095035;0"
"005;0004820593;20130502;095036;0"
"005;0011913494;20130502;095043;0"
"005;0015824693;20130502;095051;0"
"005;0014736748;20130502;095215;0"
"005;0012921974;20130502;095217;0"
"005;0004803225;20130502;095350;0"
"005;0008722309;20130502;095625;0"
"005;0008711381;20130502;095627;0"
"005;0033527194;20130502;100011;0"
"005;0014710224;20130502;100016;0"
"005;0000691651;20130502;100019;0"
"005;0016178939;20130502;100022;0"
"005;0000920910;20130502;100103;0"
"005;0016185486;20130502;100203;1"
"005;0011918233;20130502;100223;0"
"005;0004803225;20130502;100321;0"
"005;0015667475;20130502;100336;0"
"005;0015667475;20130502;100338;0"
"005;0000687526;20130502;100559;0"
"005;0004811907;20130502;100601;0"
"005;0008490947;20130502;100629;1"
"005;0008490947;20130502;100631;0"
"005;0008167222;20130502;100726;0"
"005;0007376187;20130502;100729;0"
"005;0000662324;20130502;100837;0"
"005;0008475793;20130502;101011;0"
"005;0008009299;20130502;101020;0"
"005;0006858849;20130502;101254;1"
"005;0004781558;20130502;101303;0"
"005;0001734676;20130502;101534;0"
"005;0012920950;20130502;101537;0"
"005;0004783066;20130502;101652;0"
"005;0008019712;20130502;101712;0"
"005;0008711381;20130502;101814;1"
"005;0004803225;20130502;101903;0"
"005;0008019712;20130502;101956;1"
"005;0004803225;20130502;102031;1"
"005;0008009299;20130502;102046;1"
"005;0001741717;20130502;102059;1"
"005;0015667475;20130502;102159;0"
"005;0008017660;20130502;102333;0"
"005;0013606107;20130502;102336;0"
"005;0013606107;20130502;102338;0"
"005;0013606107;20130502;102340;0"
"005;0013606107;20130502;102341;0"
"005;0008019712;20130502;102509;0"
"005;0008019712;20130502;102518;1"
"005;0015667475;20130502;102528;1"
"005;0006858849;20130502;102607;0"
"005;0001741717;20130502;102622;0"
"005;0000355151;20130502;102706;0"
"005;0012625240;20130502;102733;0"
"005;0004803225;20130502;102940;0"
"005;0004803225;20130502;103041;1"
"005;0011763542;20130502;103104;1"
"005;0008752284;20130502;103132;0"
"005;0000355151;20130502;103138;0"
"005;0008017660;20130502;103321;1"
"005;0009788152;20130502;103330;0"
"005;0012565001;20130502;103505;0"
"005;0013625245;20130502;103507;0"
"005;0000355151;20130502;103827;1"
"005;0008009299;20130502;104537;0"
"005;0006825844;20130502;104707;1"
"005;0006825844;20130502;104745;0"
"005;0002082903;20130502;104844;1"
"005;0015667475;20130502;105021;1"
"005;0000662771;20130502;105235;0"
"005;0010162243;20130502;105526;1"
"005;0008711381;20130502;105529;0"
"005;0010162243;20130502;105645;0"
"005;0010162243;20130502;105753;1"
"005;0010162243;20130502;105906;0"
"005;0008009299;20130502;105939;1"
"005;0002082903;20130502;110204;0"
"005;0016185486;20130502;110223;1"
"005;0000662771;20130502;110249;1"
"005;0015667475;20130502;110303;0"
"005;0004803225;20130502;110329;0"
"005;0016185486;20130502;110540;0"
"005;0009830349;20130502;110727;1"
"005;0010162243;20130502;111018;1"
"005;0006872606;20130502;111059;0"
"005;0013615093;20130502;111104;0"
"005;0009830349;20130502;111123;0"
"005;0015819582;20130502;111137;1"
"005;0010162243;20130502;111214;0"
"005;0004803225;20130502;111259;0"
"005;0006858849;20130502;111330;1"
"005;0004803225;20130502;111411;1"
"005;0013739190;20130502;111417;0"
"005;0004803225;20130502;111505;0"
"005;0004803225;20130502;111551;0"
"005;0015819582;20130502;111559;0"
"005;0004803225;20130502;111705;1"
"005;0016185486;20130502;111724;1"
"005;0004803225;20130502;111745;0"
"005;0004803225;20130502;111824;1"
"005;0016178939;20130502;111929;1"
"005;0033527194;20130502;112426;1"
"005;0008188791;20130502;112428;0"
"005;0011763542;20130502;112542;0"
"005;0000355151;20130502;112614;0"
"005;0000355151;20130502;113038;1"
"005;0006858849;20130502;113052;0"
"005;0016178939;20130502;113115;0"
"005;0013615093;20130502;113219;1"
"005;0016185486;20130502;113532;0"
"005;0008022639;20130502;113607;0"
"005;0015667475;20130502;113906;1"
"005;0008711381;20130502;114148;1"
"005;0008475793;20130502;114213;1"
"005;0016185486;20130502;114547;1"
"005;0001741717;20130502;114740;0"
"005;0008711381;20130502;114741;0"
"005;0008475793;20130502;114912;0"
"005;0004803225;20130502;114939;0"
"005;0006825844;20130502;115039;1"
"005;0006858849;20130502;115109;1"
"005;0006825844;20130502;115118;0"
"005;0000920910;20130502;115513;1"
"005;0006872606;20130502;115653;1"
"005;0008022639;20130502;115655;1"
"005;0016185486;20130502;120213;0"
"005;0004797249;20130502;120346;0"
"005;0004803225;20130502;120521;0"
"005;0006825844;20130502;120631;1"
"005;0000920910;20130502;120840;0"
"005;0015667475;20130502;120841;0"
"005;0006825844;20130502;120916;0"
"005;0000355151;20130502;121116;0"
"005;0013615093;20130502;121349;0"
"005;0000355151;20130502;121445;1"
"005;0000355151;20130502;121540;0"
"005;0004803225;20130502;121631;0"
"005;0001741717;20130502;122611;1"
"005;0015824693;20130502;122838;1"
"005;0015824693;20130502;122904;0"
"005;0008188791;20130502;123023;1"
"005;0001741717;20130502;123025;0"
"005;0015824693;20130502;123111;1"
"005;0015824693;20130502;123123;0"
"005;0002082903;20130502;123541;1"
"005;0008024572;20130502;123803;1"
"005;0000662771;20130502;123821;0"
"005;0012565001;20130502;123825;1"
"005;0013739190;20130502;124007;1"
"005;0033527194;20130502;124032;0"
"005;0006858849;20130502;124115;0"
"005;0016185486;20130502;124213;1"
"005;0016185486;20130502;124421;1"
"005;0006858849;20130502;124443;1"
"005;0016185486;20130502;124529;0"
"005;0016185486;20130502;124636;1"
"005;0013615093;20130502;124741;1"
"005;0006825844;20130502;124743;1"
"005;0008188791;20130502;125004;0"
"005;0012565001;20130502;125007;0"
"005;0000662771;20130502;125445;1"
"005;0011763542;20130502;125458;1"
"005;0011763542;20130502;125520;0"
"005;0004803225;20130502;125937;0"
"005;0001747900;20130502;125945;1"
"005;0008167222;20130502;130055;1"
"005;0004803225;20130502;130119;0"
"005;0015667475;20130502;130252;1"
"005;0033527194;20130502;130433;1"
"005;0009830349;20130502;130436;1"
"005;0015824693;20130502;130545;1"
"005;0015824693;20130502;130553;0"
"005;0000355151;20130502;130659;1"
"005;0012921974;20130502;130727;1"
"005;0000355151;20130502;130739;0"
"005;0004803225;20130502;130940;0"
"005;0008711381;20130502;131054;1"
